37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,1,1
37,101,0,1
37,101,0,1
37,101,0,1
37,101,1,1
37,8,0,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,0,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,0,1
37,8,1,1
37,8,0,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,1,1
37,8,0,1
37,8,1,1
37,8,1,1
37,8,0,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,233,1,1
37,123,1,1
37,123,1,1
37,123,0,1
37,123,1,1
37,123,0,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,1,1
37,123,0,1
37,123,1,1
37,123,1,1
37,123,0,1
37,123,1,1
37,123,1,1
37,204,1,1
37,204,1,1
37,204,1,1
37,204,1,1
37,204,0,1
37,204,0,1
37,204,1,1
37,154,1,1
37,156,1,1
37,156,1,1
37,156,1,1
37,133,1,1
37,53,1,1
37,53,0,1
37,47,1,1
37,47,1,1
37,47,1,1
37,58,0,1
37,58,1,1
37,58,1,1
37,58,1,1
37,58,0,1
37,58,1,1
37,198,1,1
37,198,1,1
37,198,1,1
37,198,0,1
37,95,1,1
37,95,1,1
37,148,1,1
37,16,1,1
37,16,0,1
37,16,0,1
37,96,1,1
37,13,1,1
37,13,1,1
37,13,1,1
37,43,1,1
37,173,0,1
37,173,1,1
37,195,0,1
37,252,1,1
37,252,1,1
37,97,1,1
37,197,1,1
37,261,1,1
37,120,1,1
37,120,1,1
37,120,1,1
37,120,0,1
37,120,1,1
37,50,1,1
37,127,1,1
37,104,1,1
37,27,0,1
37,98,1,1
37,98,1,1
37,221,1,1
37,10,1,1
37,192,1,1
37,231,1,1
37,125,1,1
37,9,0,1
37,215,0,1
37,241,1,1
37,189,0,1
37,132,1,1
37,232,1,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,1,1
186,101,1,1
186,101,1,1
186,101,0,1
186,101,0,1
186,8,1,1
186,8,0,1
186,8,0,1
186,123,1,1
186,123,1,1
186,198,1,1
186,198,1,1
186,246,1,1
186,246,1,1
186,44,0,1
186,44,0,1
186,84,1,1
186,183,1,1
186,256,0,1
186,41,1,1
18,101,1,1
18,101,1,1
18,101,1,1
18,101,1,1
18,101,1,1
18,101,1,1
18,101,1,1
18,101,0,1
18,101,0,1
18,101,1,1
18,101,1,1
18,101,0,1
18,101,1,1
18,101,0,1
18,8,1,1
18,8,1,1
18,8,0,1
18,8,1,1
18,222,1,1
18,222,1,1
18,199,1,1
245,101,1,1
245,101,1,1
54,101,1,1
54,101,1,1
54,101,1,1
54,101,1,1
54,8,1,1
54,8,1,1
54,8,1,1
54,199,1,1
23,101,1,1
23,101,1,1
23,101,1,1
23,101,1,1
23,101,1,1
23,101,1,1
318,101,1,1
318,101,1,1
318,8,1,1
318,123,1,1
318,216,1,1
318,222,0,1
151,101,1,1
151,101,1,1
151,101,1,1
151,101,0,1
151,101,1,1
151,101,1,1
151,101,1,1
151,101,0,1
151,101,0,1
151,101,1,1
151,101,0,1
151,101,1,1
151,101,1,1
151,101,1,1
151,101,1,1
151,101,0,1
151,101,1,1
151,101,1,1
151,101,0,1
151,101,0,1
151,101,0,1
151,101,1,1
151,101,1,1
151,101,0,1
151,101,0,1
151,101,1,1
151,101,0,1
151,101,1,1
151,101,0,1
151,123,1,1
151,123,1,1
151,257,0,1
151,81,1,1
151,81,0,1
151,76,1,1
151,89,1,1
151,5,1,1
151,247,1,1
151,62,1,1
151,124,1,1
151,149,1,1
174,101,0,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,0,1
174,101,0,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,0,1
174,101,1,1
174,101,0,1
